mata_pelajaran,jam_belajar,nilai_ujian_sebelumnya,jam_tidur,tingkat_ekonomi,tingkat_motivasi,pertemanan,nilai_ujian_rendah_flag,nilai_akhir
IPA,4.585197182024273,69.52860375912212,8.268083172271934,4,1,4,0,72.60374079345961
Agama,9.57304881982915,69.81909603049829,6.223045749192337,2,3,4,0,79.36029163104416
IPS,3.329984525688184,79.13916411828738,4.492728689430585,5,2,5,0,83.18597663574437
Agama,5.252079919471626,62.47823679751619,6.900473654228821,4,1,2,0,68.58177872794091
Bahasa,0.8457428897407961,66.02228470626848,6.598024078155766,1,1,4,0,69.38175034425116
Matematika,4.722174981303478,79.42305622009111,5.376283329787642,4,4,5,0,86.1392510042145
IPS,2.8512509143706355,73.2366740945018,8.179413036587828,2,3,1,0,76.64953386209918
Seni,4.296358406771752,76.07429272154633,7.535422819268159,5,4,4,0,84.5378031944363
Bahasa,5.852333560280414,82.78771249023283,5.521229110659663,3,3,4,0,87.45457461473961
IPS,2.748468161239926,80.99533695399926,4.700617313392419,3,3,3,0,82.49101527783645
Matematika,5.482069244284243,100.0,7.53271429640942,4,1,4,0,100.0
IPA,3.4404527419540174,76.67355325395687,5.56549848268595,4,5,1,0,84.03978256382058
Seni,2.3290932791839762,76.72010149712894,5.560895392282292,4,4,5,0,82.54365803746589
Agama,6.9654080961910125,65.43734623887832,6.836408108687627,5,4,2,0,76.89997417406636
Matematika,3.077183373036381,70.94193774093162,7.071247618528383,3,1,1,0,73.04337475845455
Bahasa,4.1523227884376945,50.74835401459019,7.754412935757621,3,5,2,0,57.356878964138765
Bahasa,3.8585247929152526,60.72357171350302,8.585436808284172,2,3,1,0,63.28768783042451
IPA,5.4337681293085005,86.92421095535448,6.304392236212568,2,3,5,0,94.65295806914749
IPA,5.064604621632883,46.73866221891858,7.881435661930393,1,5,3,0,54.09552638444662
Seni,4.669536241696705,90.94302722055326,6.738700980187067,5,3,5,0,99.75155419745674
Agama,3.582527289793809,65.49662778573739,8.765453918577803,4,4,2,0,68.69917804809583
Seni,4.469394670297892,56.368631431688044,5.727666636375471,2,4,2,0,62.45086909395304
IPA,5.587683292367664,65.85378098365703,7.786353269120391,1,4,4,0,72.7488864500404
IPA,5.235785788800862,78.85775380508645,5.759358768306209,1,1,3,0,83.29077981251977
Bahasa,7.243538165367706,71.32168521104815,5.639347174835274,3,3,5,0,75.95781232411053
IPA,6.526021319835781,98.66216462875029,6.315334288150229,5,1,5,0,100.0
IPS,7.212930108730198,76.52885742510531,4.0,5,3,2,0,79.11661960703579
Matematika,7.706817024523906,77.65707484314751,8.479788635805306,4,4,3,0,84.28998087825163
IPA,5.37417115026418,78.09400843929292,5.690533282148512,5,4,5,0,85.50229832344465
Seni,6.707242838361083,72.07388279728859,6.308857544710681,4,5,3,0,83.50952696820833
Agama,5.671383756987455,66.32647894185551,5.549111183552554,5,3,3,0,72.71047935202952
Agama,7.653525231109619,71.53296503033042,8.424816205489245,3,2,5,0,77.23137904383947
Agama,1.4902864812284489,73.43375428078711,7.400640201491616,1,1,3,0,75.5262174102637
IPS,4.3688774199960125,69.19066757051294,7.826272641305277,5,4,1,0,76.85955454705066
Seni,5.820147596631275,88.84349554011884,7.2547071477026615,5,5,2,0,98.8629204158252
IPS,6.139921665175368,87.29816109928213,7.252495134916582,3,5,3,0,97.55447905596125
IPA,4.964722680377756,52.24136554102994,7.498293702833043,2,4,3,0,59.843057442559385
Matematika,1.674999392065498,84.53391744130462,8.423848655509035,4,3,1,0,87.72065438774982
Agama,4.644884779467404,69.71321004313205,5.278913253438397,2,5,4,0,76.1836890047169
Seni,6.632409470113017,65.42671933604719,6.143909405690981,1,3,3,0,70.66912262835662
Agama,4.368697523554249,80.64231810506998,5.422950972843293,2,5,5,0,86.96024777679166
IPS,5.185003235227385,74.2728692910489,7.899886460780441,1,1,4,0,76.427693979054
Bahasa,8.833098550747469,56.55331887039301,7.661891196361468,4,3,4,0,64.0792391899243
IPA,4.626245307070207,82.10442217783181,8.077169227928398,3,5,1,0,90.38397755958725
Matematika,4.6852358982419915,68.70799724093402,4.0,1,4,5,0,71.8011524078093
IPA,5.388345756302162,81.85380165607195,6.3509197753680535,4,2,4,0,89.78780136653332
Bahasa,5.475077727187548,69.78361772972588,4.0,3,4,3,0,73.87561050993396
Matematika,5.26923602067738,82.0621584261304,9.926849654144917,2,3,1,0,82.42849197335238
Bahasa,5.786401563476081,84.208118407626,7.190525886768678,2,4,1,0,89.86673184637064
IPA,2.6198691100320044,87.93741657376411,5.773817185918198,1,4,1,0,90.84616811102838
IPS,4.75759037210505,60.84264220632328,6.816603613481319,5,2,2,0,68.4099388449843
IPA,2.543243741367284,97.4133444886229,6.972805472545506,5,4,4,0,100.0
IPA,5.111934172196374,67.8722622813225,9.965538379628207,3,5,5,0,72.53773872087288
IPA,6.209151708645425,52.041503348548794,6.71146025294925,2,1,5,0,57.686155481650225
Seni,4.722606339793973,72.73797358616481,7.278389474283616,4,2,2,0,77.96629841637687
Bahasa,3.106322709891429,67.31071993080253,6.11039203147865,3,3,3,0,74.1228851355105
Bahasa,4.138162928544749,61.24882595584534,10.0,1,5,4,0,64.62895747205879
Agama,8.602018219240088,70.77489060466301,9.358560062445816,1,3,1,0,74.67776389101655
Bahasa,7.8993939744267205,81.27841795425329,4.065815306760609,3,2,2,0,81.93799506940604
Agama,3.9155681930950212,75.02891349324068,8.280504490534367,4,2,2,0,78.84080021060547
Seni,3.9056237957283706,90.00837824470715,7.6720671808852225,2,4,4,0,97.3813340668125
IPS,4.782437733288435,68.18165214448234,5.836210317418349,2,2,5,0,74.70600231196036
Agama,7.4793568249611315,76.37814302216057,5.510069868751864,4,3,4,0,84.42910623548913
IPA,1.4980827896419884,73.73911990835599,4.0,2,2,5,0,72.65001936936004
IPS,3.8896557457884784,97.9006267128888,7.964084780999126,5,1,4,0,100.0
Seni,5.822638306455666,54.776204198237096,4.960876426262406,5,4,5,0,61.98196504923464
Bahasa,5.591759233944933,61.52169145195374,7.464776710675379,4,2,2,0,68.78928746087725
Agama,4.144701412248614,100.0,5.367358584826086,5,1,5,0,100.0
IPA,4.495416981498568,66.66997017841287,5.207092234832245,3,3,4,0,71.18840958439147
Matematika,5.661922107570087,46.4108491603198,7.075380708776717,2,3,3,0,53.14701637360014
Matematika,4.17920739938023,99.76930211204362,8.875924336774945,3,1,4,0,100.0
IPS,2.873112009107377,55.434847018644575,5.848711012151302,4,1,2,0,59.37579644843648
Bahasa,4.629192048062934,71.4747173191811,6.911212475614357,5,2,5,0,79.83182893160684
Matematika,5.378713423627411,86.16394678936533,7.1543197704580175,3,4,5,0,94.13668501296111
IPS,0.7511100420786594,83.51320105436912,6.881854375514124,3,4,5,0,90.19058987807529
Seni,5.784446351750312,56.86259058960702,7.464722726827752,1,5,2,0,65.58121117576603
IPS,6.948351337983613,100.0,7.024446483316963,3,1,4,0,100.0
IPS,4.2854879218654425,77.90647963839308,4.387940035734904,5,3,5,0,82.57650987928346
IPS,4.321768777750162,69.37059357686641,8.956983541261843,2,5,3,0,75.57632190794929
IPA,3.5231654989165704,55.033025440678784,7.592334038243054,2,1,3,0,58.82429202788346
IPS,4.69523146157776,77.22083684288845,6.680173780672441,2,1,1,0,80.61906740648602
Agama,3.8836562771151923,92.51146691048586,5.500754012619714,5,5,3,0,98.22839631617428
IPS,7.895211144126954,65.74385749979483,6.452311729814413,2,4,1,0,72.84051371858656
IPA,5.249212884771862,43.743194498832565,8.311054811499979,2,1,5,0,48.821671726216145
IPA,0.7049768558582352,59.43340900870806,5.00364872493839,4,5,2,0,63.25043844782804
Seni,6.141069270933611,65.01393176171666,5.741037931318097,4,2,2,0,71.40684238052773
Bahasa,8.4382796454742,47.12839889699477,6.871870494737581,1,2,2,0,53.86983661575925
Matematika,6.018136100562023,77.85791592263824,4.589036671913937,1,3,5,0,80.33471583195917
Matematika,7.380033139190542,81.02001812851341,5.543942274659188,3,4,5,0,88.75257141556669
IPS,6.354362445455696,59.26431421052235,6.586229790702426,3,5,4,0,70.57005615493784
Seni,6.981967727684594,82.65258252719701,4.0,3,4,3,0,87.12669267068493
IPS,6.8845864576066615,56.27080043151748,6.639156507928546,1,4,5,0,63.929366454685976
Matematika,6.907504131171601,50.03109789611044,5.02786150357141,2,5,3,0,55.73721225510492
IPA,5.633352183293269,54.17678859853926,8.774543393137566,3,1,2,0,55.17003018358668
Bahasa,1.5699343348612835,57.58084074554614,6.168316980589346,2,2,3,0,61.90982571911296
Seni,2.821420488418675,81.8321888359132,8.107577684775329,2,3,4,0,86.41524159280831
IPA,2.858086953685881,78.35197904087943,7.578816563116327,1,1,2,0,81.00854633769816
Bahasa,0.0,56.27114427677308,5.8165593607630806,4,4,3,0,61.235419599223654
Seni,4.130470617012153,59.902621470011766,7.527856866731097,4,4,4,0,68.07695987101023
Seni,7.8309464863788225,96.54499424280797,9.55033587368239,5,5,3,0,100.0
Matematika,2.1272477956461104,82.27514365517104,7.074437247041515,4,2,4,0,86.40642468081543
IPA,6.456150339010528,48.83962283158407,6.467444641627756,3,2,3,0,55.57958570838908
Seni,6.0582079233458925,89.89795236799621,7.570909418412909,1,3,2,0,98.07612903645682
Agama,5.459937514754539,100.0,7.726284856127714,2,1,2,0,100.0
Seni,7.365161084829235,69.61264521801506,6.445628717679137,1,3,1,0,74.17947071080546
Bahasa,4.91737179416455,65.45189055575716,4.0,5,4,4,0,69.30731587672153
Matematika,8.043049131520164,63.600860542238394,5.663499134246603,5,4,3,0,72.71483517073213
IPS,4.601017577087215,65.34609245496499,5.043397449476216,5,2,3,0,68.12104803607765
Matematika,5.686727802593283,81.52591636805717,6.964752441989018,2,4,3,0,89.58637285645486
IPS,4.7167959265529245,60.50891957687965,8.764459872179447,5,1,5,0,63.09396550533429
IPA,3.1524043371589667,81.47864181319086,7.73126181607066,5,1,4,0,86.33712611323917
IPA,2.3068289940598996,70.00773145504064,6.253212861697666,5,3,3,0,76.42864814567413
Seni,6.150483771889981,61.1536355529015,7.393126689535657,2,1,1,0,65.3874130231771
Agama,7.694573512403961,75.3701080202477,6.970299500724294,5,4,2,0,85.34610407615632
IPA,5.48830892285575,66.76353362350301,7.780795562065596,3,5,5,0,76.5404515550886
Seni,6.027903518183032,60.4224327758463,7.8642523824495605,1,2,5,0,66.44567352003475
Matematika,1.8913566169873146,69.56924179402506,8.953329188030041,5,2,2,0,71.50768641069607
IPA,5.77051563370716,69.77430993940314,6.791072367065455,5,2,5,0,78.60347603818683
Matematika,0.8408286672374219,62.842884764070575,4.303236979676652,1,5,1,0,64.53643696079355
Matematika,2.608838940064095,57.773994447555125,5.012388134787847,5,4,1,0,61.06177245137401
Agama,7.66838562887717,71.34815736762874,7.026150385229061,5,1,2,0,77.79561364621401
IPA,5.027300082540126,73.10047175348953,6.596708035533504,3,4,4,0,82.2810347927328
Matematika,5.211671995352801,75.99928625626106,8.08319068603153,4,3,5,0,84.89894855567012
Agama,6.107602537026429,75.51975568985578,8.556180731668137,2,4,3,0,79.35713076003384
Agama,6.596260422391968,89.79220023548352,7.0542417553118435,2,4,3,0,100.0
IPA,4.458345060926179,53.684661095531155,5.125254412223216,1,2,1,0,54.90162704662222
Agama,5.585834763643675,93.79420810445424,7.84293103429545,3,4,4,0,100.0
IPA,4.860975722634203,49.93269677547302,7.418708876730555,2,5,4,0,57.408009357708956
IPA,1.9360302594806593,88.71774738344993,7.952112860272921,1,2,5,0,91.23042936844838
IPS,4.290987023950034,77.52307612180978,5.91268016125672,1,3,5,0,83.42878350735761
Matematika,5.826094710035919,62.260686086206064,10.0,1,5,2,0,66.22211863757002
Bahasa,4.230034924088222,33.69358494047152,4.38193584594964,2,5,1,0,36.574559560126836
IPA,4.248184995655007,47.5747486513778,7.140211797067301,4,3,2,0,54.92398912297364
Matematika,6.5643976424745745,60.491680892666395,8.071926793806448,1,1,2,0,63.271856141244186
Agama,5.322237777541892,76.68728770454575,8.240085918673671,5,4,4,0,83.24643759519162
Seni,5.703750304794691,61.9860344569775,7.014347707150105,4,4,5,0,72.42674711561192
IPA,1.7505531590968073,69.4180894230882,7.931673977252167,4,1,3,0,72.19255737213994
Agama,5.896640021351049,63.45082779966671,8.357573934228856,5,3,2,0,69.38868003004961
Agama,2.7831155691455716,72.52709740155889,7.161856520952159,2,1,1,0,74.57016834426119
Agama,4.950957765186573,49.241702650958636,7.342917986598823,2,2,2,0,54.383930805227905
Agama,2.8735933611047404,66.03994342669068,7.961860228481034,3,2,3,0,70.14776267484281
Agama,6.865850894898568,77.89372808024571,7.032096758060936,2,2,3,0,85.74500273256733
IPA,8.65921583422456,100.0,9.000822543848713,3,1,1,0,100.0
Bahasa,4.704849671205611,82.64055646718933,8.496233490259243,1,5,3,0,86.8257067169421
IPS,4.686220849281645,67.22219803030752,6.5405104518368935,2,2,3,0,72.26931443391524
Agama,7.061499331393646,60.41831396018502,5.922442896824949,2,1,3,0,65.64165060869239
Agama,6.14377406677627,76.86044578659576,8.159898339875964,5,2,2,0,82.14988476523034
IPS,4.8574345197050945,57.428665056941576,7.128975198479117,1,2,1,0,60.40249254639379
IPA,5.736419771549365,72.16344956704947,6.110629408497249,3,4,2,0,78.85444165955249
Matematika,9.059626929433339,74.7506851563732,6.2804888596298465,1,1,1,0,79.04196031642464
Seni,3.6562591909497986,67.04028798574404,7.9723034697445545,4,4,3,0,74.91773711556087
Seni,3.82822801432416,84.58049023634186,6.302534957794503,5,3,3,0,92.17471016531447
Matematika,6.589316555038378,68.58993963447323,9.168774676117568,4,2,5,0,74.95151420726144
IPA,9.224868769057696,63.2509805701902,5.503304159702896,3,2,3,0,69.56172592031861
Seni,5.354431907776812,62.349851219971704,6.248451739613421,2,4,1,0,71.36337385392804
IPS,1.5808775500618246,50.630261771716874,5.604600179937382,2,1,4,0,53.90234233250233
Matematika,5.780764128194672,48.67394587824473,5.1715258536052,2,5,1,0,54.816231203517596
Bahasa,3.9501029136459342,78.98789050335597,5.8057610287701396,3,5,3,0,86.92423207170259
IPA,5.952323759811851,92.17596605576261,6.237112382415631,4,3,3,0,100.0
Matematika,2.2813496576169348,100.0,6.370261433139026,3,1,4,0,100.0
Seni,2.048420434127963,86.76283730772991,4.0,3,1,3,0,84.30288427875549
IPA,4.406258836184724,77.8093745750667,5.209778499946182,4,4,5,0,83.7485051111396
IPS,8.304499782563251,74.61607076409669,7.269822879281725,2,2,4,0,82.20822326830047
IPA,2.2567658219135818,89.64980499317726,5.94642046309793,5,2,2,0,94.84416964353849
IPA,4.359308972342484,64.46946269189066,8.561965792226518,3,1,5,0,68.08095393328361
IPS,2.072392173508787,97.01565168312251,6.637615179805321,3,5,1,0,100.0
Agama,5.579744393214262,69.4035395039659,7.888591469824172,4,3,5,0,75.6942470186359
IPS,5.443008710420845,73.88799105051594,6.441962664279933,5,4,5,0,82.97660487991084
IPA,2.1521750571397984,70.37046025452295,8.373184374365223,3,1,3,0,71.53504174747478
IPS,7.5754605329199265,86.87836861105204,4.0,1,3,2,0,90.80547150640518
Agama,1.1555874329968772,69.82507526973846,7.159954366040288,5,1,4,0,74.57154476204636
Matematika,8.152905817668309,76.07219476628069,9.295622577828407,3,3,5,0,80.70405890755003
IPS,7.748937746862207,51.71128115917867,4.8142880047117105,5,3,3,0,57.76965400203917
IPS,5.611593836901991,67.09600044119986,8.128413863479288,1,2,5,0,71.92702182433175
IPA,6.792222635174172,85.70640485360241,7.587635251530405,1,4,2,0,92.88920879419157
Matematika,4.643780536716365,57.32575173462094,4.858770886861985,5,4,4,0,64.54184224091435
Bahasa,1.9192579581352627,69.59738007038622,7.522176444672411,2,2,3,0,74.60466736384548
Bahasa,5.472971070996055,69.40084337541711,7.511457377939229,5,5,5,0,79.4524578919902
Seni,1.8581651183042225,61.23375782168904,6.863181769881464,4,4,2,0,67.70846743722491
IPS,4.978239812987362,85.27353701241546,8.712079370089603,2,2,1,0,86.18859760809117
IPS,2.5263148217530307,77.4240285510921,8.5045256843134,1,3,1,0,83.11298165151747
Matematika,6.95082746385776,83.53130671716988,8.222382006507653,2,3,2,0,88.52533015753524
Agama,5.7603376652319875,85.77224441849081,9.102647488405022,1,4,4,0,90.15721092773772
Bahasa,6.356610508109318,70.46536897128514,5.782256651355555,1,3,5,0,75.74853614317556
Seni,5.680584819756206,93.60942484907392,6.215262217463536,1,4,5,0,99.61859023558883
Matematika,8.761627420551633,51.75278417936223,6.011551609174088,4,1,2,0,59.09540378240693
IPS,7.04479955846161,67.74828247840188,6.233460809727119,4,2,5,0,75.72582479934708
Bahasa,8.407243674030415,72.23429097144088,6.262109303841346,3,5,4,0,82.41108179153213
Seni,3.1998993167819427,43.91074204900312,6.7963107367911,4,4,2,0,49.86993427235688
IPA,3.9148293853528084,91.22243294750994,6.421998848337754,1,5,1,0,97.70135121979355
Bahasa,0.15337789782887779,56.972951176227255,5.3685685594818535,5,2,1,0,59.093424723286724
Seni,4.2152239170504,71.02059270612455,8.19066812776,2,2,3,0,73.62837518517657
Matematika,4.928902165086567,81.32236037826766,5.686475400410899,5,1,1,0,85.89366675999786
IPA,5.8686241338052305,100.0,9.361586078719485,1,2,5,0,100.0
Seni,3.9381152288445227,45.02628788286857,8.210188688674556,5,3,4,0,51.76052936539094
Seni,6.472802240377694,78.94563265973247,5.23276300411259,2,5,4,0,84.88638466897093
IPS,6.332685968483092,65.86108275018759,6.970145774504279,3,2,3,0,72.73158020359824
Agama,4.052855780121581,79.71945797417592,4.87627252558326,3,2,5,0,82.9727677259346
Bahasa,3.0831357894972413,84.0615157523155,8.911273504255028,4,5,2,0,90.52978002260068
IPS,5.131815638421054,76.27345154104944,7.007578948535539,5,5,3,0,86.74812882902353
IPA,5.1986443680764785,71.19051091933777,6.950028280170779,4,1,5,0,78.10208328065103
Agama,3.784522496285131,54.14538815848229,7.33148511692469,4,2,2,0,59.2981245500134
Seni,4.481582916070471,55.21061685464865,6.74130711921247,5,3,1,0,62.39930526849284
IPS,2.1642816175935047,82.08360929441551,6.011647328293023,5,3,1,0,88.28961583998733
Agama,6.357101107858887,57.1124520877717,6.855671230279484,2,1,2,0,62.57041180168277
Bahasa,6.389465709785484,76.38115857934625,8.881444070490275,5,2,3,0,80.1626722223561
IPA,5.097974407039885,89.53398449412958,6.165130060353933,5,5,2,0,97.13099967082391
Matematika,6.531004021756061,50.53365068515757,9.090819587283061,4,3,5,0,55.88882861662495
IPS,5.262313028557308,89.58807582610977,6.291897658515393,3,2,2,0,96.37753370586586
IPA,8.232532140378206,89.07420781424376,7.269613833907306,1,1,5,0,94.61674275379247
Matematika,2.407183391819256,75.13854053672138,9.941610486245676,3,1,5,0,75.01769350316094
IPS,5.40358086317038,60.76998296432569,7.846763594376036,5,5,1,0,70.2965697438983
IPA,6.806697497314647,77.98256944441349,7.530932692795074,1,1,5,0,81.99867828452277
IPA,7.984200051658676,67.33000178186265,7.980359295573642,5,1,4,0,73.09939723868276
Agama,6.585150185493593,59.37867274404203,8.498235041175338,2,1,1,0,61.42570381761503
IPS,2.9240391885248207,72.0734401656982,5.7448318449356135,5,3,1,0,77.39971328877927
IPA,1.6899025298109538,56.863922543654205,7.747476126888118,1,5,2,0,60.3431532316706
Seni,4.660245881963643,52.26039099101132,7.386958680189412,2,5,5,0,62.581536019864345
IPS,5.72343662000546,61.851071366633676,4.0,1,5,2,0,63.8036361925944
IPA,6.889470106689922,44.18665431266518,7.3717796926963075,2,1,5,0,49.855694997219636
Agama,2.809060089889287,87.98278387372449,5.514804677676905,4,1,1,0,87.53700819800483
Matematika,6.221476118029152,77.75088512287421,7.168755838697303,1,3,4,0,84.60293123939061
Matematika,0.0,57.092147090824334,8.476437473010424,4,1,1,0,59.06619950723674
Seni,3.5210124939556278,62.3544608038283,5.598878978740034,4,3,3,0,66.2151451624187
IPS,6.720554849250675,81.38120037507299,6.821866808864281,5,5,2,0,93.9407825971582
Agama,2.6175787505589594,89.0964672135664,6.361341079443438,3,3,4,0,93.18271125851422
IPA,2.792833778989584,71.60833730614095,8.71166977031766,2,2,2,0,72.25457119367502
IPA,3.949153953694399,66.12912037337357,6.175219449482465,1,4,5,0,72.45706020980978
Matematika,5.353984421844461,45.49269037475582,7.325736335539075,4,1,2,0,51.410154669127884
Agama,2.769490148498737,65.17844483711866,7.94706141694357,5,5,1,0,72.81999318016499
Seni,4.935432605393091,52.928299298194474,8.139548418824953,1,4,1,0,56.46384489433887
Matematika,4.135642981008674,52.487396332497,5.546668705887491,5,4,2,0,60.2593507460782
Matematika,7.315863999203439,88.495737641978,6.6184303442285914,1,5,5,0,98.22268818751083
Seni,4.032438485660895,68.24399983749375,9.402126714120772,5,4,5,0,74.35337053078801
IPS,5.056678969773764,72.11115344965393,6.976691085190749,5,3,4,0,80.55409060948008
IPA,5.332674233680689,76.0984642238974,8.545607682257343,3,5,1,0,82.81915318114787
IPS,4.160525417285445,67.32849930302136,10.0,4,5,2,0,70.63375261435456
Agama,6.53940262865828,71.01733983976214,6.898667689675797,2,3,4,0,80.31809585721352
Bahasa,6.9552271545650495,70.2916387174395,8.246753694772087,2,2,3,0,75.7631828278567
Bahasa,4.022068880283866,63.603865500130674,8.430569863749296,1,2,4,0,66.75913157696897
Bahasa,5.5862406113884715,74.10874788537978,4.962231705437253,1,4,3,0,78.26634075125975
Seni,3.1449421182946633,68.67440535622396,7.602824027087931,3,5,3,0,74.75451958714845
Matematika,6.127603399002437,71.3259981688114,9.254923543268072,1,3,4,0,76.08067393105487
IPS,5.465646124260156,70.06218613154758,4.633025436844331,2,5,1,0,76.64926452413398
IPA,4.272118713305221,99.33376490540631,6.829050432317461,4,3,4,0,100.0
Bahasa,5.659864807700144,84.84650160551539,7.171824913765972,3,2,4,0,91.34231083890656
IPS,6.185711330207356,81.63815655610946,6.850904236367296,1,2,1,0,86.97120759244167
Bahasa,7.460775626204061,77.05085092243483,6.69862896810736,3,4,1,0,87.24680155605422
Bahasa,5.794964351791369,76.39171678264827,5.333766987738176,3,3,1,0,80.38937622566864
IPA,6.776820731367486,65.76735116107362,7.578065532460956,3,2,1,0,73.32433121761802
Agama,8.80971072452356,86.81063571588419,5.8815971568494625,1,1,1,0,91.19939502221284
Agama,2.9320685200566987,74.939417044597,5.919394259951637,5,2,1,0,78.0593137482879
Agama,7.3426449264490365,78.75561323469681,4.169239725731415,1,5,4,0,84.46987239822684
Seni,3.2417027914604972,65.59305714915644,4.863715194917424,1,3,2,0,67.8356337757534
Matematika,3.573098982371982,56.93838385774389,9.216940669408068,1,1,2,0,55.7182596980235
Seni,4.976400654846691,87.03297858076293,7.116434759486816,1,2,2,0,92.63304732790691
IPS,3.707938334354391,71.93813328839965,8.109375264419187,1,2,4,0,74.03755244277231
Seni,3.3735359207598403,62.813898337192455,5.668803526339473,3,3,1,0,66.67164605369746
IPS,4.879190524844447,75.14234371179523,4.083530138131209,3,1,3,0,75.74685388499512
IPS,4.333502035357844,68.42555802316801,6.014719985476149,1,3,1,0,71.80719565609066
Matematika,3.6693945551410834,93.24935280294449,4.128422496467858,4,2,5,0,95.61380896581198
IPA,3.0947679011697375,64.65870991508393,5.9493170145788685,4,4,1,0,70.23582572590142
Matematika,7.850298584950899,76.6957761231992,8.725858001935752,5,3,2,0,82.77725801800062
Agama,2.5995994110048812,86.30449767021196,6.851935818394208,4,2,1,0,93.49685496690876
Agama,4.664640867118788,79.83891136317253,9.173492700654208,2,3,1,0,83.13553360921499
Seni,7.235845363353432,78.13274045213095,7.855304664754638,2,2,5,0,82.12572646466357
IPS,6.619094599151127,62.39820954303311,8.599494417940319,4,3,3,0,69.71081139834374
Bahasa,5.467429894589426,71.75414430014327,6.634971372235438,1,2,3,0,77.23758239674508
Bahasa,3.752716119777251,76.92093681845532,4.912233445160592,4,1,2,0,78.5769964759109
IPS,4.962491867548493,72.5425972445929,5.4763323247046065,2,5,3,0,78.45099836152146
Matematika,2.751859268706101,92.22756601232352,8.838052467533428,4,5,2,0,96.55832441531166
IPA,4.4297307693311225,67.51318276403427,7.26798374527452,3,3,4,0,76.36295992157086
Matematika,4.399464378345392,70.50131788657427,4.938080161474257,5,2,5,0,74.31926551972016
IPS,4.592593834655193,100.0,7.974164248628844,3,5,1,0,100.0
IPS,3.423980264005162,82.45383733426776,4.662721901640614,3,5,5,0,86.05126387857672
IPA,1.6082378085112188,55.47796789570071,7.691285321621811,5,3,3,0,61.946206642874266
Seni,7.503706509564886,77.4693459557915,6.6118919947417965,1,3,1,0,83.25455783939327
Seni,7.059539194708437,81.896115580276,8.03393207895101,5,3,5,0,89.30937411228061
IPA,6.749308610369131,57.98208592413502,6.603891134827206,1,4,5,0,67.54921808206038
Seni,5.756838516976538,65.48513407128294,8.087759180740559,2,1,2,0,66.08075726906763
Bahasa,5.340725135175169,52.13057064116492,4.703587484930853,4,1,4,0,53.135138780790975
Seni,3.612629221606521,74.40493692002735,7.501343175210403,2,1,5,0,79.39947467387378
Seni,3.826347392919417,45.67563018435939,6.334029279550609,2,2,1,0,50.65325940379034
Seni,7.91071094065759,58.175488974320395,7.560285654850543,2,2,4,0,63.83282725381007
Bahasa,8.365814689528833,49.253438069076516,6.538587322359924,4,1,4,0,58.10270720243776
Seni,4.630493198045131,74.92802295714266,5.658350149264976,1,3,1,0,79.0808774541134
Agama,5.007528350666679,64.91930673995913,6.842645658635848,5,4,4,0,73.9827962219964
Bahasa,6.464643110485453,75.95809123443264,8.856423177740083,1,1,3,0,78.60368195061814
IPA,5.1869331240804915,42.47069418800135,6.094362284298735,1,3,4,0,48.198651890373064
Matematika,5.3380691097298625,58.280766747856006,7.299766576434346,3,5,2,0,67.16102951988819
IPA,4.880401475943588,81.84762721826351,5.98979185714676,4,4,4,0,90.07214117905984
Matematika,3.1243281908970784,52.74976598576408,4.053335349479481,1,2,5,0,51.79107889722066
IPA,4.253975239036652,85.33922532428105,7.112612827096318,1,5,4,0,94.71243575479183
Agama,4.732667511155961,67.7164815219874,10.0,2,5,2,0,70.11645642808332
Matematika,0.0,57.44832391032371,4.9943902639002005,3,5,2,0,61.01830855012535
Matematika,5.175026521218312,58.40399405935855,8.437815429925456,5,3,4,0,64.15180563289891
IPS,9.645131758856055,73.214559099334,4.0,3,1,3,0,75.19286974140708
Matematika,4.1412618438231545,100.0,6.917151871848639,2,5,4,0,100.0
Matematika,5.066252369424777,100.0,4.910906190778775,2,1,1,0,99.4945784856106
IPS,3.319028057097613,49.970996497735214,7.6488141970453265,2,5,2,0,58.15574417184939
Seni,2.812201419826386,80.09043260500152,6.171589555766312,4,3,4,0,86.99796591171834
Seni,4.37981656702953,94.99974329786494,6.117428268987737,2,1,3,0,99.75431519389613
IPS,6.259586429173548,51.321464177493475,5.300997193283456,1,2,3,0,54.91931780834143
Bahasa,4.532493159975744,60.63005300677811,4.0,4,4,3,0,65.92587276205312
Matematika,4.251845483205832,74.35993575860975,6.558647294348285,2,5,5,0,82.2969127316576
Matematika,5.991191429795386,70.61315562228658,5.934216902455537,4,5,5,0,80.31305949407454
IPS,5.4001942368481455,49.23293341417275,6.374717289001456,1,3,5,0,53.46604687298645
IPS,5.558547681809061,81.2166921896965,6.486796670368394,2,4,1,0,88.58542443315513
Bahasa,7.380588882252148,76.51843909989435,5.739363072261948,2,1,1,0,78.96596348802437
Agama,7.129268458344406,84.12059938968942,7.178280183807156,1,5,4,0,93.83927936278941
Seni,7.991480055053877,77.99987352500696,6.672639436789329,2,2,5,0,84.41294815039562
IPA,2.5743367780820825,77.91302617526884,8.238276767894526,1,2,5,0,79.91657550686982
Agama,6.714510865287059,70.43395112324416,10.0,2,3,1,0,73.94163280101021
Seni,8.291645866436838,88.13075946366436,7.342194424491722,2,5,3,0,99.1728943016985
Matematika,1.7346879869059428,50.094064118115696,8.660375527752233,3,3,3,0,51.90675958370793
